text,topics
"Title: IMPACT - Impact of Cultural aspects in the management of emergencies in public Transport Abstract: The objective of the IMPACT project is to investigate the essential role played by cultural factors in managing safety- and security-issues related to emergencies in public transport systems.
The IMPACT Coordination and Supporting Action is aimed at analysing the different cultural behaviours for the prevention of emergencies  with particular emphasis on risk and situational awareness perception of the different cultural groups; information to passengers with different socio-cultural backgrounds; cooperation towards prevention of security threats; security checks.
Moreover, it is aimed at analysing the different cultural behaviours for the management of emergency events and the post-events with particular emphasis on: crowd management; management of first responders to care for different cultural groups; information to passengers.
From the above analyses IMPACT will produce a cultural risk assessment methodology and the associated mitigation actions for the public transport sector also developing simulators and models; identify innovative solutions that can support public transport operators in improving the communication with passengers through tailored messages to the different cultural communities  (via mobile phones and social networks) and other solutions to enhance the management of emergencies considering cultural aspects;  develop best practices, dedicated training material and procedures for both public transport operators and first responders; develop policy recommendations for policy makers, regulators, municipalities and public transport operators.
The IMPACT Consortium has an intercultural and interdisciplinary approach with an extensive expertise in different disciplines, ranging from social and cultural psychology, sociology and anthropology, to safety, security and emergency management and from computer-science to communication and event organization. The consortium is composed by 2 SMEs, 1 big Industry, 4 Universities and 1 National Authority.","[""mobile phones""]"
"Title: LocationWise - LocationWise Payment Card Validation: A cloud based location verification system that will significantly lower cost of payment card cyber security Abstract: The vision of LocationWise project is to lower fraud costs incurred by banks from €1.03 to €0.55 per transaction and thus saving Europe ca. €456 million annually. Card fraud directly costs the Single Euro Payments Area ca. €1.44 billion annually and €14.55 billion globally with banks bearing 62% of costs and merchants 38%. These are not the only costs associated with payment card fraud. The other cost (amounting to €13.13 billion globally) is associated with measures to handle legitimate transactions that would have been incorrectly flagged as fraudulent and hence blocked, for example call centre costs and lost transaction fees. Reducing or minimising these costs is no easy solution as tightening fraud risk rules directly increases false positives while loosening them has the converse effect of increasing fraudulent transactions. Given that ca. 86% of adults carry their mobile phones with them there is a high probability that the location of the mobile device is close or the same location where a transaction is occurring. LocationWise automatically queries the user’s mobile device to determine his/her location without human intervention so that fraud detection systems can, with greater accuracy, apply location data to reduce the number of fraudulent transactions and false positives. Because of its access to the widest global mobile coverage and use of multiple verification methods, LocationWise gives the most accurate location data. This reduces the number of genuine card transactions that are incorrectly flagged (based on location) as fraudulent by 51% and the number of actual fraudulent transactions by 62%. Among other things, the purpose of Feasibility Study is to better understand the target market, determine optimum platform resources required to handle a given volume of transactions and to further refine IP strategy.","[""mobile network"", ""mobile phones""]"
"Title: I-BiDaaS - Industrial-Driven Big Data as a Self-Service Solution Abstract: Organizations leverage data pools to drive value, while it is variety, not volume or velocity, which drives big-data investments. The convergence of IoT, cloud, and big data, create new opportunities for self-service analytics towards a completely paradigm towards big data analytics. Human and machine created data is being aggregated, transforming our economy and society. To face these challenges, companies call upon expert analysts and consultants to assist them.
A self-service solution will be transformative for organizations, it will empower their employees with the right knowledge, and give the true decision-makers the insights they need to make the right decisions. It will shift the power balance within an organization, increase efficiency, reduce costs, improve employee empowerment, and increase profitability. 

I-BiDaaS aims to empower users to easily utilize and interact with big data technologies, by designing, building, and demonstrating, a unified solution that: significantly increases the speed of data analysis while coping with the rate of data asset growth, and facilitates cross-domain data-flow towards a thriving data-driven EU economy. I-BiDaaS will achieve its goals following a methodical approach. As a first step, it has guaranteed access to real-world industry big data. I-BiDaaS will proceed with breaking intrer- and intra-sectorial data-silos, and support data sharing, exchange, and interoperability. Having done so, it will support methodical big data experimentation  by putting in place a safe data processing environment. To foster experimentation, I-BiDaaS will develop data processing tools and techniques applicable in real-world settings. I-BiDaaS will be tangibly validated by three real-world, industry-lead experiments, in the domains of banking, manufacturing, and telecommunications. The I-BiDaaS solution will help increase the efficiency and competitiveness of EU companies.","[""telecommunications""]"
"Title: INNOWAG - INNOvative monitoring and predictive maintenance solutions on lightweight WAGon Abstract: This proposal responds to the first Open Calls issued by the Shift2Rail Joint Undertaking, as part of Shift2Rail Horizon 2020 programme. It specifically addresses the topic S2R-OC-IP5-03-2015: Intelligent freight wagon with predictive maintenance. This topic is complementary with topic S2R-CFM-IP5-02-2015: Start-up activities for Freight Automation. 
The INNOWAG project will work towards increasing rail freight competitiveness and the development of the next generation of lightweight and intelligent freight wagons by addressing specific challenges in the three essential areas, identified by the call, through three subsequent work streams, namely:
- Work Stream 1 (WS1): Cargo condition monitoring;
- Work Stream 2 (WS2): Wagon design; and
- Work Stream 3 (WS3): Predictive maintenance.
Moreover, INNOWAG will consider the compatibility between the solutions proposed and researched in the three areas, as well as their integration into a novel concept of wagon. 
The aim of the proposed INNOWAG project is to develop intelligent cargo monitoring and predictive maintenance solutions integrated on a novel concept of lightweight wagon, which would respond to major challenges in rail freight competitiveness, in relation to the increase of trans
The INNOWAG project will determine how to effectively integrate innovative technologies for cargo condition monitoring into a novel high performance lightweight freight wagon, supported by effective health monitoring technologies, and predictive maintenance models for sustainable and attractive European rail freight. The development of novel technology concepts and predictive maintenance models and procedures will be separately addresses by the INNOWAG work streams.
The concept underpinning the INNOWAG project relies on the actual needs of rail freight for increasing its competitiveness and attractiveness. The INNOWAG project therefore aims at developing a rail freight service that fits the needs of modern manufacturing and supply chain.","[""bluetooth""]"
"Title: FoodSmartphone - Smartphone analyzers for on-site testing of food quality and safety Abstract: Current food quality and safety testing is, to a large extent, an inefficient, expensive and ineffective process, unable to assure food safety for all consumers and unable to prevent major food fraud incidents. A paradigm shift in quality and safety testing is urgently required in order to free resources for an intensified combat against fraud in the food chain. As an enabling technology solution, the FoodSmartphone ETN proposes the development of smartphone-based (bio)analytical sensing and diagnostics tools for simplified on-site rapid pre-screening of food quality and safety parameters and wireless data transfer to servers of relevant stakeholders. FoodSmartphone comprises 7 Training Sites (3 universities, 3 research centres, 1 innovation SME), plus 5 Partner Organisations (1 global food industry, 1 diagnostics SME and 3 universities awarding doctoral degrees). The consortium has been built upon highly complementary disciplines: (bio)analytical chemists, biologists, physicists, micro-engineers, mathematicians and food chemists will work together on the joint supra-disciplinary goal. FoodSmartphone provides a unique mix of exciting local PhD research covering all aspects of smartphone-based screening tools plus a wealth of network-wide science & innovation and transferable skills training: the ETN provides more than 14 network-wide and transferable skills training events and 16 optional- and 11 mandatory intersectoral secondment opportunities. The ETN and results thereof will be widely disseminated to key stakeholders, embedded in continuous education programs and translated into a final exploitation plan. Scientific awareness of the next generation and public engagement will be boosted by several well-targeted outreach activities. The scientific training in novel smartphone-based sensing technologies plus the complementary skills training provided will have a major impact on future EU monitoring practices and, moreover, pave the road for Citizen Science approaches to food quality and safety testing.","[""mobile phones""]"
"Title: PeTSoC - Lightweight and Flexible All-Perovskite Triple-junction Solar Cells Abstract: Solar energy is one of the most important renewable energy sources of the 21st century. For solar cells, the most important aspects for commercialization are power conversion efficiency and cost which can be combined into a €/W metric. Today, over 90% of the global solar industry is comprised of single-junction crystalline silicon (c-Si) solar cells, however, c-Si solar cells have some limitations. The first is their non-mechanically flexible nature and second, their single-junction limit of efficiency which can be surpassed by multijunction technology. Lead-halide perovskites are generating substantial scientific and industrial interest because they are low-cost, highly efficient and bandgap tunable, key criteria for multijunction solar cells. Furthermore, perovskites can be deposited via thermal co-evaporation meaning that the devices in this project, can be made from start-to-finish entirely from industrially attractive vacuum deposition techniques. Unlike conventional c-Si, perovskites are a thin-film technology, which means they can be made into lightweight and flexible solar cells with a high power-to-weight ratio. Thus, they have additional applications for (1) portable electronic devices including smartphones and displays, (2) vehicles, drones and aircraft, (3) wearable textiles, and more. The project draws from two distinct areas of photovoltaics research, specifically lightweight and flexibility with high-efficiency achieved by multijunction technology, allowing it to compete competitively with crystalline silicon in conventional solar energy generation and niche applications. The experienced researcher will be joining StranksLab to build a strong fundamental photophysical understanding of thermally co-evaporated perovskite layers via state-of-the-art spectroscopy tools to target the development of a lightweight and flexible all-perovskite triple-junction solar cell with an efficiency >30%.","[""mobile phones""]"
"Title: LYNCEUS2MARKET - An innovative people localisation system for safe evacuation of large passenger ships Abstract: Maritime disasters in recent years are a stark reminder of the imperative need for timely and effective evacuation of large passenger ships during emergency. The Lynceus2Market project addresses this challenge through delivering a revolutionary operational system for safe evacuation based on innovative people localisation technologies.
The system consists of: 1) Localisable life jackets that can provide passenger location in real-time during emergency 2) Smart smoke detectors that also act as base stations of an on-board localisation system 3) Innovative localisable bracelets able to send activity data to the emergency management team 4) Low cost fire and flooding escalation monitoring sensor notes 5) novel mustering handheld devices for automatic identification and counting of passengers during evacuation 6) Smart localisable cabin key cards 7) Intelligent decision support software able to fuse all localisation, activity and disaster escalation data to provide an integrated real-time visualisation, passenger counting and evacuation decision support 8) Innovative shore or ship-launched Unmanned Aerial Vehicle for localising people in the sea in short time and assisting search and rescue operations when accident occurs in extreme weather, during the night or in a remote location 9) Low-cost rescue-boat mounted radars for people localisation in the vicinity of the boat.
The proposed project is based on the promising results developed in the FP7 LYNCEUS project where the innovative technologies were tested in lab and in small scale pilots. Lynceus2Market brings together European global players in the field, such as cruise ship owners, operators, ship builders, maritime equipment manufacturers, a classification society, industry associations and important technology organisations with the aim to implement the first market replication of these technologies and products. The Lynceus2Market will create significant impact by saving passenger lives during maritime accidents.","[""radar""]"
"Title: PSR94 - Commercialisation of 94GHz Phase Shifting Radar (PSR94) Abstract: This proposal presents a unique opportunity to commercialise ground-breaking radar technology, a 94GHz Phase Shifting Radar (PSR94). We will bring the PSR94 from the current TRL 6 (technology demonstrated in relevant environment) to TRL 8 (system complete and qualified), ready for TRL 9 (customer use in an operational environment).
This project will overcome the industrial problems, in the AeroSpace sector, associated with scanning beams at high frequency, namely the large physical size of the radar, the large power requirements and also reduced reliability due to the many moving parts. The PSR94 takes an extremely complex difficult method of antenna scanning and replaces it with a small light radar. 
The key advantages of our solution are:
• 94 GHz offers unparalleled radar resolution 
• Only electronically scanning antenna (with no moving parts, solid state) at 94GHz in the world
• Very small and compact (only 20cm diameter)
• Very wide scanning angles (up to 60 degrees)
• Can scan in both elevation and azimuth
• Can also track (monopulse) no need for two radar systems
• Less expensive to manufacture
• Very low power consumption
• Easy to control using near DC voltages 
The wider security radar market is estimated to be valued at $11.6 billion in 2014 (SDI, 2014). Our Target Addressable
Market (millimetre wave radar) is growing at a CAGR of 45% and is expected to reach $2 Billion by 2020 (Markets &
Markets, 2014).
Arralis will manufacture a commercial demonstrator, which is market ready, for customers in Europe, the US & China. We
will engage with identified customers (e2v, Airbus Defence & Space, COBHAM and Thales) to develop and design a system
which meets the specific requirements of the end user. We will ensure that the customer market is fully prepared for the
launch of the PSR94.
Arralis market strategy is to manufacture MMICs, Modules, Antennas and Sub- systems. The project requires
MMICs, Modules and Antennas to be combined in a sub-system, PSR94.","[""mobile network"", ""radar""]"
"Title: 5G-DRIVE - 5G HarmoniseD Research and TrIals for serVice Evolution between EU and China Abstract: 5G-DRIVE will trial and validate the interoperability between EU & China 5G networks operating at 3.5 GHz bands for enhanced Mobile Broadband (eMBB) and 3.5 & 5.9 GHz bands for V2X scenarios. The key objectives are to boost 5G harmonisation & R&I cooperation between EU & China through strong connected trials & research activities, with a committed mutual support from the China “5G Product R&D Large-scale Trial” project led by China Mobile.   To achieve these objectives and to deliver the impact for early 5G adoption, 5G-DRIVE structures its main activities into three pillars. The first one will test and demonstrate the latest 5G key technologies in eMBB and V2X scenarios in pre-commercial 5G networks. 5G-DRIVE will run three extensive trials in Finland, Italy and UK. The Chinese project will run large-scale trials in five cities. These twinned trials aim to evaluate synergies and interoperability issues and provide recommendations for technology and spectrum harmonisation. The second one focuses on researching key innovations in network slicing, network virtualisation, 5G transport network, edge computing and New Radio features to fill gaps between standards and real-world deployment. The third one will push EU-China 5G collaboration at all levels thru extensive dissemination and exploitation actions.  The project formed a strong team of mobile operators and industry, including a prominent car manufacturer, SMEs, research institutes and universities. This well-balanced consortium has the necessary skills with an established close cooperation with the Chinese consortium will provide first class expertise to achieve full interoperability of the 5G networks and V2X between the EU and China. 5G-DRIVE is ideally set to instill tremendous impact on the validation of standards and trigger the roll-out of real 5G networks and V2X innovative solutions driving new business opportunities and creating thereby new jobs and brand new business models.","[""5G""]"
"Title: DIVERT - Diamond Integrated Vacuum Electronics for more Robust Tubes Abstract: A phase 1 project to establish precise market opportunity, detailed specifications and basis for collaboration with adopting partners use cold-cathode electron sources based on synthetic diamond for satellite communications. Specifically the work will focus on the use of the technology to greatly enhance the performance and life of Travelling Wave Tubes – still the most efficient way of amplifying high frequencies from Ku band up to the Q and W bands. The output of the project will include specifications and project plans for a Phase 2 application along with an overall business plan, including a short list of potential collaborators, allowing a consortium to move forward to implementation of products using this radically disruptive technology. This project will give a European lead in a new technology which has applications in space, radar, instrumentation and high voltage technology.","[""radar""]"
"Title: SWARM - Software driven Smart Antenna powered by RF MEMS Technology Abstract: Sofant's disruptive SmartAntenna innovation is based on a patent-protected programmable RF MEMS (Radio Frequency – Micro Electro Mechanical System). This results in significant energy usage reduction (up to 90%) and up to doubling of  battery life within the mobile device while, at the same time, achieving best signal strength consistency through a focused link to the transmission mast. Battery life and connectivity are key problems for the rapidly growing global mobile wireless communication market. With increased specification - 20-megapixel camera, large display, thin form factor (only 8 mm thick), 4G LTE and upcoming 5G, 13 frequency bands and five operating modes, these are features that consumers demand in their smartphone. Antennae account for a significant portion of power consumption and battery usage within mobile devices. As screen sizes and device usage increases, there is more pressure on battery performance, in conflict with a desire to produce lighter and more compact devices. At least 50% of smartphone power is consumed by the antenna and communication systems while the screen is off and at least 35% when the screen is on but during a call, power consumption rises to almost 80%. Sofant is developing an intelligent Antenna, ‘SmartAntenna’™ to address connectivity issues for the global expansion in mobile communication. Sofant’s addressable markets are in the mobile phone, routers, base stations, small cells, consumer electronics, automotive and defence equipment sectors. The mobile market is expected to grow from 1 billion to 2 billion units within the next 3 years and mobile 5G infrastructure is expected to reach US$2 billion by 2019. Sofant’s aim is to create a European based global design and IP licencing business with manufacturing capability in Europe.","[""mobile phones""]"
"Title: CiViQ - Continuous Variable Quantum Communications Abstract: The goal of the CiViQ project is to open a radically novel avenue towards flexible and cost-effective integration of quantum communication technologies, and in particular Continuous-Variable QKD, into emerging optical telecommunication networks.

CiViQ aims at a broad technological impact based on a systematic analysis of telecom-defined user-requirements. To this end CiViQ unites for the first time a broad interdisciplinary community of 21 partners with unique breadth of experience, involving major telecoms, integrators and developers of QKD. The work targets advancing both the QKD technology itself and the emerging “software network” approach to lay the foundations of future seamless integration of both. The technological advantage will more specifically aim to:
- Design architectures and implement protocol extensions of flexible “software based” networks for midterm country-wide QKD reach.
- Drive CV-QKD systems and components up to TRL 6, derive standardized set of interfaces, also allowing a network-aware software defined functionality and open modular development, and pursue cost reduction by seamless integration of off-the-shelf components.
- Push CV-QKD performance boundary forward by developing high-performance photonic integrated circuits (PIC) for CV-QKD, i.e. opening the way for ultra-low cost systems, and improve further the CV-QKD hallmark coexistence capability with standard WDM channels, i.e. reducing dramatically the barriers to optical network co-integration.
- Prepare actively for next-generation networks by developing core enabling technologies and protocols aiming at quantum communication over global distances with minimal trust assumptions.

CiViQ will culminate in a validation in true telecom network environment. Project-specific network integration and software development work will empower QKD to be used as a physical-layer-anchor securing critical infrastructures, with demonstration in QKD-extended software-defined networks.","[""optical networks""]"
"Title: ADENEAS - Advanced Data and power Electrical NEtwork Architectures and Systems Abstract: More Electric and Connected Aircraft (MECA) is one of the most promising enablers to reach Flightpath 2050. But MECA asks for more electrical systems, which exchange more data which can be safety critical, and consume more electrical power leading to higher thermal dissipation. This leads to complexity, weight penalty and increased exposure to intended (cybersecurity) and unintended (ElectroMagnetic Compatibility) interference. Overcoming these barriers requires an interdisciplinary cooperation and, in this context, the ADENEAS project emerged, aiming at paving the way for a safe, light, self-configuring, autonomous and modular power and data distribution network that is scalable to all aircraft sizes. To achieve this long-term objective, ADENEAS will define new architecture concepts, develop advanced Artificial Intelligence-based design tools, enabling technologies for intra-aircraft data communication and for power network and a cooling system. The project will also demonstrate the integration of the data and power network and cooling system, initiate standardisation activities and ensure commercial viability.
To achieve these objectives, ADENEAS will start from solid foundation of partner’s background, previous and ongoing R&D activities and will implement a stepwise approach from the definition of requirements and reference case (for small, medium and large aircraft) up to the assessment and evaluation of the developed, tested and demonstrated technologies. This includes strong involvement of an Industrial Advisory Board as well as standardisation perspective.
The ADENEAS future proof power and data network, scalable to all aircraft size, will support the Flightpath 2050 objective by allowing to save 0.7% block fuel burn and >156,000 kg of CO2 emitted per aircraft per year and secondary by optimizing maintenance and providing novel technologies to be deployed for increased passenger experience.","[""data networks""]"
"Title: AMBER - AMBER - enhAnced Mobile BiomEtRics Abstract: Over recent years the ubiquity of mobile platforms such as smartphones and tablets devices has rapidly increased. These devices provide a range of untethered interaction unimaginable a decade previously. With this ability to interact with services and individuals comes the need to accurately authenticate the identity of the person requesting the transaction many of which carry financial/legally-binding instruction. Biometric solutions have also seen increased prominence over the past decade with large-scale implementations in areas such as passport and national ID systems. The adoption of specific biometric sensors by mobile vendors indicates a long-term strategy as a means of authentication. This adoption is is at critical point – users need to be confident of biometrics in terms of usability, privacy and performance; compromise in any one of these categories will lead to mistrust and a reluctance to adopt over and above conventional forms of authentication. The design, implementation and assessment of biometrics on mobile devices therefore requires a range of solutions to aid initial and continued adoption. The EU needs to have experts trained specifically in the field to ensure that it participates, competes and succeeds in the global market. 

AMBER comprises 11 partners with recognised expertise from across the EU. The specific objectives are to:

• Address a range of current issues facing biometric solutions on mobile devices requiring timely research and development.
• Collate Europe-wide complementary expertise to investigate these issues and provide a structure and environment to effectively facilitate training.
• Train and equip the next generation of researchers to define, investigate and implement solutions, and provide transferable skills to enable effective planning, management and communication of research ideas and outcomes.
• Develop solutions and theory to ensure secure, ubiquitous and efficient authentication whilst protecting privacy of citizen.","[""mobile phones""]"
"Title: blueSPACE - Building on the Use of Spatial Multiplexing 5G Networks Infrastructures and Showcasing Advanced technologies and Networking Capabilties Abstract: BlueSpace addresses the challenges of increased capacity, scalability, manageability, resource allocation of 5G networks by adopting a pragmatic yet disruptive and future proof approach.  The core concept of this project is exploiting the added value of Spatial Division Multiplexing (SDM) in the Radio Access Network (RAN) with efficient optical beamforming interface for the pragmatic Ka-band wireless transmission band. Both being seamlessly integreable in next generation optical access networks infrastructures with massive beam steering capabilities and with flexible networkmanagement  control BlueSpace proposition offers unrivalled characteristics that include:

a) increased bandwidth provision by naturally enabling and supporting massive multiple Input Multiple Output (MIMO) in the Ka-band with seamless starting/ending interface with the fiber medium by exploiting space diversity in the RF domain with efficient beamsteering in the photonic domain,  

b) A compact infrastructure that is reconfigurable by means of Software Defined (SDN) and Network Function Virtualization (NFV) paradigms and with

c) full integration with existing approaches for access networks such as Passive Optical Networks (PONs). 
By achieving its goal BlueSpace is a  truly viable and efficient path for  5G wireless communications with a 1000-fold increase in capacity, connectivity for over 1 billion users, strict latency control, and network software programming.","[""5G"", ""optical networks"", ""radio technology""]"
"Title: ProTego - Data-protection toolkit reducing risks in hospitals and care centers Abstract: Health care is an essential service that uses a great deal of sensitive personal data which has a high black market value being a lucrative target for data theft and ransomware attacks.The EU NIS Directive (EU 2016/1148) and GDPR (EU 2016/679) will harmonize and improve information security in Europe. Both require relevant ICT infrastructure operators to perform risk assessments, introduce appropriate security measures to manage identified risks, and report security breaches. Unfortunately, risk-based approaches are notoriously difficult to implement in a consistent and comprehensive fashion. They depend on a high level of understanding of both cybersecurity and of the system or network to be protected, are labour intensive and costly and typically done by small teams. This is increasingly inappropriate as health care providers introduce IoT systems, cloud services and (in the near future) 5G networks to provide services in which patients are more engaged, may own some of the devices used, and want access in hospitals, on the move or at home. The ProTego project will develop a toolkit and guidelines to help health care systems users address cybersecurity risks in this new environment by introducing 3 main advances over current approaches: Extensive use of machine intelligence: a combination of machine inference exploiting a priory knowledge for security-by-design, and machine learning from data for run-time threat detection and diagnosis; Advanced data protection measures: advanced encryption techniques and hardware based full memory encryption, and multi-stakeholder IAM to control access to and by user devices, to protect data at rest and provide ultra-secure data exchange portals; Innovative protocols for stakeholder education: using security-by-design analysis to target training and support stakeholders to contribute to networok overall security.The toolkit will be integrated and validated in IoT and BYOD-based case studies at two hospitals.","[""5G""]"
"Title: TalkingHeads - TalkingHeads: Audiovisual Speech Recognition in-the-wild Abstract: Audio-visual speech recognition refers to the problem of recognizing speech using both audio and video information. Speech is not a purely auditory process but the way that the listener perceives it is also through the recognition of the visual patterns associated with the mouth movement. This correlation of the audio-visual information has been occasionally explored in literature in order to develop more robust automatic speech recognition systems for cases in which the auditory environment is noisy (e.g. background noise, multiple speakers). However, the problem of audio-visual speech recognition has been mainly studied in controlled, laboratory conditions. TalkingHeads proposes, for the first time, the problem of audio-visual speech recognition in unconstrained (in-the-wild) videos collected from real-world multimedia databases and a set of methodologies that will work well under the assumed in-the-wild setting. 

TalkingHeads brings together a talented but experienced researcher (ER) with expertise in speech analysis (diarization and recognition) and the Supervisor with large research experience in Computer Vision for face analysis in-the-wild (recognition, detection, alignment and tracking, and facial expression analysis). TalkingHeads will establish the ER as an independent and internationally recognized researcher in the area of audio-visual fusion and speech recognition. Through TalkingHeads’ achievable work plan, the ER will attain a high level of research maturity by (a) complementing his expertise on speech analysis through extensive training in Computer Vision, (b) conducting research on a challenging research problem (audio-visual speech recognition in-the-wild) with significant career opportunities in both the academia and the industry, (c) publishing at high impact factor  conferences and journals, (d) establishing a network of research collaborators, and (e) enhancing personal skills (e.g. supervisory experience, leadership and management skills).","[""mobile phones""]"
"Title: METRO-HAUL - METRO High bandwidth, 5G Application-aware optical network, with edge storage, compUte and low Latency Abstract: METRO-HAUL is a project proposal addressing the Horizon 2020 ICT-07 5G PPP call; it is an RIA, focusing on strand 2 (high capacity elastic – optical networks) and strand 3 (software networks). The central topic is cost-efficient optical metro networks for 5G backhaul. 
The aim of this project is to design and build a smart, but cost-effective, optical metro infrastructure able to support traffic originating from heterogeneous 5G access networks, addressing the anticipated capacity increase and its specific characteristics such as mobility, low latency, and high bandwidth. This infrastructure will be able to also support a wide variety of 5G applications with special emphasis on services from various industries vertical to the ICT.
This will be achieved by architecting new access-facing and core-facing nodes, complete with storage and compute facilities, interconnected by novel, spectrally efficient, and adaptive optical transmission networks. Advanced concepts, such as hardware disaggregation and virtualisation, will assist in hitting challenging cost targets whilst enabling automation and programmability – all supported by a purpose-designed SDN-based control plane which will interface with client applications, intelligently catering for the wide range of 5G KPIs. 
METRO-HAUL will coordinate the disparate elements of transmission, switching, networking, compute, and storage, orchestrating dynamic solutions for multiple 5G applications. 
METRO-HAUL will carry out Proof of Concept demonstrations of its networking solution involving the interconnection of metro node prototypes, the use of the project's transmission technologies, and the associated control plane and orchestration software. The final project demonstrations will also involve the demonstration of actual 5G and vertical services across the METRO-HAUL test-bed.
Additionally, the project will actively participate in the relevant standardization bodies, promoting METRO-HAUL solutions to the wider community.","[""5G"", ""optical networks""]"
"Title: SLICENET - End-to-End Cognitive Network Slicing and Slice Management Framework in Virtualised Multi-Domain, Multi-Tenant 5G Networks Abstract: 5G use cases are so diverse and challenging that the 5G networks must be customisable for the broad range of individual scenarios. 5G network providers are keen to offer “networks as a service” where logical network slices are created and allocated to use cases flexibly and efficiently in a multi-operator environment. SliceNet will create and demonstrate the tools and mechanisms to achieve this ambition. Specifically, SliceNet will design, prototype and demonstrate an innovative, verticals-oriented, QoE-driven 5G network slicing framework. It will use cognitive network management, control and orchestration techniques for the provision and operation of end-to-end slicing across multi-operator domains in 5G networks. SliceNet will systematically tackle a range of the involved outstanding issues and thus directly addresses the key challenges in Strand 3 “Software Network” in this call ICT-07-2017. The integrated SliceNet framework will be demonstrated in three representative vertical use cases:  Smart Grid, eHealth and Smart City, to highlight the achievements, innovations, and impacts. SliceNet support the unique perspectives and requirements on 5G networks of different players: For 5G verticals businesses, SliceNet offers an innovative one-stop shop solution to meet diverging and demanding service requirements. SliceNet enables the verticals to plug and play their use cases with bespoke control to employ 5G slices in a scalable, cost-efficient way via novel mySlice and Scalable Slicing as a Service functions and a one-stop API. For 5G service providers and users, SliceNet provides unprecedented guaranteed service quality by agile cognitive QoE-optimisation of service creation and delivery. For 5G network operators, SliceNet presents an integrated FCAPS (Fault, Configuration, Accounting, Performance, Security) framework for truly end-to-end management, control and orchestration of slices by secured, interoperable, and reliable operations across multi-operator domains.","[""5G""]"
"Title: Trillium II - Trillium Bridge II - Reinforcing the Bridges and Scaling up EU/US Cooperation on Patient Summary Abstract: Trillium-II steps forward with an outstanding consortium to further advance global Electronic Health Record (EHR) interoperability. Activities surrounding the International Patient Summary (IPS) standards can nurture digital health innovation, lower trade barriers, and advance patient safety & trust, bridging the gap between strategic intent and capability for action by Standards Development Organization (SDOs) striving for interoperability, quality, and safety through standards adoption.
Trillium-II builds on the vibrant community of Trillium Bridge to: (a) Improve international interoperability of eHealth Systems in US, in Europe and globally (b) Accelerate establishment of interoperability standards in eHealth with validated open source interoperability assets and sharing lessons learned with SDOs (c) Facilitate secure, seamless patient summary sharing  offering clarity and oversight.
Trillium-II aims to bridge, harmonize, evaluate existing patient summary initiatives and guide emerging ones, leading the way toward one IPS standard by establishing a global community fostering the practice of digital health innovation with robust widely-used interoperability standards and joint pilots. 
Trillium-II objectives are measurable, realistic and achievable objectives:
• Highlight the social value of IPS standards.
• Bridge IPS initiatives with validated interoperability assets, sharing lessons learned with SDOs  
• Contribute to IPS Standards Governance under the JIC 
•  Develop, Collect and Assess IPS Learning resources
• Engage mobile Health companies and app developers with IPS standards 
• Foster innovation & inform health policy sharing IPS. 
Trillium-II will work with the workforce action, EU and US SDO platforms, large scale eHealth deployments, and emergency readiness exercises, to increase actionable interoperability of health systems in Europe the US and globally, nurturing innovation and fuelling creativity with effective use of standards and interoperability","[""radar""]"
"Title: VESAFE - Enhanced 5G Vehicle to Vehicle Technologies for Safe and Reliable Connected Autonomous Vehicles Applications Abstract: Connected and autonomous vehicles (CAV) holds great potentials for road safety and efficiency, but two major barriers need to be removed before its potentials can be fully unleashed: significantly enhanced vehicle to vehicle (eV2V) services with millimetre wave (mmWave) communications and reliable cooperative perception with autonomous vehicles (AV) sensors. However, the directional connectivity of mmWave presents new challenges for the whole protocol stack of V2V networks, while reliable cooperative perception requires novel design of deep learning (DL) models for object detection and fusion of sensor data from neighbour AVs. The above challenges underpinned by CAV demand a holistic design and tight integration of connected vehicles (CV) and AV technologies. 
This innovative and multi-disciplinary project VESAFE will train the outstanding Fellow candidate to tackle the key challenges with complementary expertise and realize the full potentials of CAV. A novel cross-layer design is proposed for the research of 5th generation (5G) eV2V schemes with mmWave and reliable cooperative perception for advanced CAV safety applications: the eV2V schemes are AV oriented and greatly assisted by the AV cooperative perception, and the reliable cooperative perception is boosted by the awareness of V2V network conditions. And this project propose a novel integrated evaluation of 5G eV2V and CAV applications to support system design and performance characterization. Through the cutting-edge research, this innovative project will produce robust eV2V schemes and reliable cooperative perception solutions, make breakthrough on 5G V2V and CAV safety applications. It will significantly improve the Fellow’s employability and career prospects, strengthen knowledge transfer, boosting the research and innovation (R&I) capacity and research quality, therefore contributing to Europe’s competitiveness and growth in critical sectors of 5G/6G and AV.","[""5G""]"
